std_income,std_investment,stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,scws,income,investment
0.8091173397779629,-0.038416214285308864,1,1,1,1,1,36,24.045586698889814,9.884751357144074
-0.7615222800156303,-1.16717428746568,1,0,1,0,1,35,16.19238859992185,6.4984771376029595
0.8358505083532894,1.4035454542574477,0,-0,-0,0,-0,53,24.179252541766445,14.210636362772343
1.5141149224149117,1.1965942396870015,-1,-1,-2,-1,-2,46,27.57057461207456,13.589782719061004
0.05182182300025961,-0.5722178988948953,1,1,1,1,1,37,20.259109115001298,8.283346303315314
0.9359554184561918,0.585581542309603,-0,-0,-1,-0,-0,38,24.679777092280958,11.756744626928809
0.24825559694080862,0.32697921185352596,0,-0,-0,0,0,33,21.241277984704045,10.980937635560577
-0.19753409153597426,0.846519234402441,0,1,0,1,-0,42,19.012329542320128,12.539557703207322
-1.4090096252514124,-0.19610168900685152,0,-0,-0,-0,0,43,12.954951873742939,9.411694932979445
1.3188373621617517,-0.25093318748550836,-1,-1,-1,-1,-1,50,26.594186810808758,9.247200437543475
-2.040112348780234,-0.6111906458617272,0,0,0,0,0,47,9.79943825609883,8.166428062414818
0.43690337330025103,0.9384939182781749,-0,-0,-1,0,-0,51,22.184516866501255,12.815481754834526
-0.7309641383893478,-0.8153036833367913,-1,-1,-1,-1,-1,48,16.34517930805326,7.554088949989627
-1.5730360145784565,-2.275582120799836,1,1,1,1,1,34,12.134819927107717,3.1732536376004923
-1.3489303883705266,-0.9589398594625659,-1,-1,-1,-1,-1,44,13.255348058147367,7.123180421612302
-0.8838126413788611,0.02558966187757454,0,0,0,1,0,35,15.580936793105694,10.076768985632723
-0.2736090780700934,0.2616966904940523,1,1,1,1,1,34,18.631954609649533,10.785090071482157
0.3504368537860161,-0.8398233541928385,-1,-0,-0,-1,-0,46,21.75218426893008,7.480529937421485
-0.04039893815809495,-0.7003175751399133,0,1,1,1,1,46,19.798005309209525,7.89904727458026
0.2946150870244497,0.49153923153003065,-2,-1,-1,-1,-2,53,21.473075435122247,11.474617694590092
-0.8097675082930743,-1.1241201354481263,-0,-0,-0,-0,-1,40,15.951162458534629,6.627639593655621
2.1486144420685105,2.5350803463255684,-1,-1,-1,-1,-1,55,30.743072210342554,17.605241038976708
-0.037246785125196163,0.5327115292726574,0,1,1,1,1,42,19.81376607437402,11.598134587817972
-0.5868402789133936,0.26332212709426295,1,2,1,2,2,47,17.06579860543303,10.789966381282788
1.471828920999111,-0.008674289699065613,1,0,0,0,1,44,27.359144604995556,9.973977130902803
-0.015675041590648312,0.15985371639918022,-1,-0,-1,-0,-1,33,19.92162479204676,10.47956114919754
0.32249589412652757,0.30153638546306866,0,0,-0,0,0,44,21.61247947063264,10.904609156389206
1.7219639905877029,2.0172741433531893,-0,-1,-1,-0,-0,52,28.609819952938516,16.051822430059566
1.4979811863210415,2.3120656263794284,-0,-0,1,0,1,41,27.489905931605207,16.936196879138286
-0.6060642261320806,-0.9023069786356721,1,0,-0,1,1,30,16.969678869339596,7.293079064092984
0.24701624357660792,-0.31473036789934306,-0,-0,1,0,1,47,21.23508121788304,9.05580889630197
-1.5017737943589538,-0.6406849317546913,1,0,0,0,1,35,12.491131028205231,8.077945204735926
-1.6604850199206365,-1.4329483034363142,-0,-1,-1,-1,-1,40,11.697574900396818,5.701155089691057
1.8749912199772576,1.0155828360786436,-1,-0,-1,-1,-1,56,29.37495609988629,13.04674850823593
1.132073913959229,1.1022960563972724,-1,-1,-0,-1,-0,35,25.660369569796146,13.306888169191817
-0.1998037215991799,-0.1493569593509781,1,1,1,0,1,43,19.0009813920041,9.551929121947065
0.6240583521755216,0.31846572629084136,-1,-1,-0,-1,-1,40,23.120291760877606,10.955397178872524
1.1372686723068723,0.37943950890436606,0,-1,-1,-0,-1,44,25.686343361534362,11.138318526713098
0.9757863527809597,0.995081065406388,-1,-1,-1,-1,-1,53,24.8789317639048,12.985243196219164
0.5613548978535852,1.8008783206843733,-1,-1,-1,-1,-1,52,22.806774489267926,15.40263496205312
-0.8474687733670098,-1.369079654195535,1,1,2,1,1,45,15.76265613316495,5.892761037413395
0.8359939392921261,1.8111400035549128,-1,-2,-1,-1,-1,53,24.17996969646063,15.433420010664738
0.35767466559583844,-1.0125681004026172,-1,-1,-1,-1,-0,49,21.788373327979194,6.962295698792149
0.5143328038765014,0.776508838020263,-1,-1,-1,-0,-1,55,22.571664019382506,12.329526514060788
-0.019218072965697112,0.1328333711935522,-1,-1,-1,-1,-1,47,19.903909635171516,10.398500113580656
0.6448581630092836,0.8604441992437891,-0,-1,-1,-1,-1,45,23.224290815046416,12.581332597731368
-0.07358093412542012,-0.8877963235533116,0,1,1,0,0,32,19.6320953293729,7.336611029340065
-0.6930838561507966,-1.1133518312890296,0,1,1,0,1,43,16.534580719246016,6.659944506132911
-0.29974096929778177,-0.17040091241715052,-1,-1,-1,-1,-1,51,18.50129515351109,9.488797262748548
-0.6522255741634999,-0.5973150168574225,1,0,1,-0,1,51,16.7388721291825,8.208054949427734
0.8137199437411603,0.19346095953740075,0,0,-0,0,1,47,24.0685997187058,10.580382878612202
0.42932550009413667,1.0356893758106163,-1,-1,-1,-0,-0,48,22.146627500470682,13.107068127431848
0.13055776775805567,-0.2724338397713077,1,1,1,1,1,45,20.65278883879028,9.182698480686078
-0.24847808364819535,0.7531133500723372,0,0,-1,-0,-1,53,18.757609581759024,12.259340050217011
-1.6267202934092524,-1.347707775933757,-1,-0,-0,-1,-0,40,11.866398532953738,5.956876672198729
-0.7019958351437195,-0.5647937026222356,-0,-0,1,0,1,39,16.4900208242814,8.305618892133293
-0.5763050456038301,-1.2031237927287293,0,0,1,0,0,30,17.11847477198085,6.390628621813812
1.9034989807696032,1.3320146923268563,-1,0,0,-1,-1,39,29.517494903848018,13.996044076980569
0.8542830416793926,1.3169409853409777,-0,-0,-0,-1,-1,52,24.271415208396963,13.950822956022932
-0.910267169110734,0.9326674055577661,1,1,1,1,1,46,15.44866415444633,12.798002216673298
-1.160893367375242,-0.504586093299068,1,2,2,1,1,38,14.195533163123791,8.486241720102797
-0.07400705707786646,0.22105310722704624,1,1,0,1,0,51,19.62996471461067,10.663159321681139
-2.3374142368954436,-1.4106966919692994,2,1,1,2,2,32,8.312928815522781,5.767909924092102
-0.40778570991648816,-0.5992842985131093,1,0,-1,0,0,56,17.96107145041756,8.202147104460671
0.8298705472054059,-0.2675769210103876,-1,0,-0,-1,-1,42,24.14935273602703,9.197269236968838
-1.6130043552273965,-1.4382814463877884,3,2,1,1,2,38,11.934978223863018,5.685155660836635
-0.5874744277461814,-0.136629908287379,1,1,0,1,0,45,17.062627861269092,9.590110275137864
1.6821742836593785,0.7207391777738033,-1,-1,-1,-1,-1,56,28.410871418296892,12.16221753332141
-1.3190084728869504,0.1261420228838242,1,1,0,1,0,48,13.404957635565248,10.378426068651473
-0.2539908077127072,-0.06701971551526226,0,1,1,0,1,45,18.730045961436463,9.798940853454214
-0.7373174747180027,-0.6484477969960112,1,1,1,1,1,39,16.313412626409985,8.054656609011966
-1.1491177157824932,0.2294506585225348,2,1,1,2,2,44,14.254411421087534,10.688351975567604
-0.3491965172071533,-1.0690790769643577,1,2,2,2,1,50,18.254017413964235,6.792762769106927
-0.1314885161218489,-0.11793190761421296,-1,-1,-2,-1,-1,52,19.342557419390754,9.646204277157361
0.1551220695293008,-0.6791524792793135,0,-0,0,-0,0,40,20.775610347646506,7.962542562162059
-1.1209856916576164,-1.4538981795386907,0,0,0,0,0,52,14.395071541711918,5.638305461383927
1.3043379288072368,2.0196590438625006,-1,-1,-1,-0,-1,55,26.521689644036183,16.058977131587504
-0.8779916145688845,-0.23066836704350593,1,2,2,2,2,37,15.610041927155578,9.307994898869483
-0.06664591149899682,-1.0278782639198896,0,0,1,-0,1,50,19.666770442505015,6.9163652082403315
0.047381142974453366,-0.7380585411056163,-0,0,-1,-0,-1,37,20.236905714872268,7.785824376683151
0.09363960040513972,-0.6007113930924711,-0,-0,-0,0,0,43,20.468198002025698,8.197865820722587
1.2402131744596883,0.48699918138355225,0,1,1,1,0,42,26.201065872298443,11.460997544150658
-1.086596727332067,-1.4346369596480972,1,1,2,2,2,39,14.567016363339665,5.696089121055708
0.7912520356647545,-0.06717966145417115,-1,-2,-1,-1,-1,51,23.956260178323774,9.798461015637487
-2.113514214654735,-2.2337720062987976,2,2,2,1,2,39,9.432428926726324,3.2986839811036077
0.4753171738951395,0.6400947812551628,-0,1,1,0,-1,35,22.376585869475697,11.920284343765488
-0.6332526419700157,-0.6180652803818248,2,2,2,2,2,32,16.83373679014992,8.145804158854526
-0.3524903859120064,-0.335176960356701,1,1,1,1,1,49,18.237548070439967,8.994469118929898
-0.23469711707362073,-0.4502052624076805,2,2,1,1,1,48,18.826514414631895,8.649384212776958
-0.05632849255606146,-0.6227078812823891,-2,-1,-1,-1,-1,49,19.718357537219692,8.131876356152834
0.38986263424914913,0.07461976931613414,-1,-2,-1,-2,-1,45,21.949313171245745,10.223859307948402
1.4304311337452689,1.598259506267589,-1,-1,-1,-1,-1,56,27.152155668726344,14.794778518802767
0.7378009515663259,0.5987658651151125,-1,-1,-1,-0,-1,53,23.68900475783163,11.796297595345337
0.6366855997629759,0.9498113272041706,1,1,0,1,1,51,23.183427998814878,12.849433981612512
0.3071942392508373,0.5747063473357251,-2,-1,-1,-1,-1,57,21.535971196254188,11.724119042007175
1.6702786075686094,1.3840527250020878,-2,-2,-3,-2,-2,55,28.351393037843046,14.152158175006264
-1.3279010246759333,-0.5744630817413829,2,2,0,1,0,36,13.360494876620333,8.27661075477585
0.590989017140059,-0.3979174343560197,-0,-0,-0,-1,-0,39,22.954945085700295,8.80624769693194
-1.555964537057328,-1.8312484230200259,1,1,0,1,1,35,12.22017731471336,4.506254730939922
-0.8442130004514576,-0.38634435069177675,1,1,2,2,1,27,15.778934997742713,8.84096694792467
-0.9857539762444409,-0.7145085959510074,1,0,1,1,2,37,15.071230118777795,7.856474212146978
-0.27725694511617316,-0.7932425400408478,0,1,1,0,-0,48,18.613715274419135,7.6202723798774565
1.321916435291951,1.438814546987736,1,1,1,0,1,34,26.609582176459753,14.316443640963207
-0.1793739222190731,0.48424907384834165,1,1,1,1,1,43,19.103130388904635,11.452747221545025
-0.23470780146066472,0.8496534543152593,-0,-1,-1,-0,0,45,18.826460992696678,12.548960362945778
1.0801545023029646,0.0015943918539637223,-1,-2,-1,-1,-0,53,25.400772511514823,10.004783175561892
0.01376331483208113,0.8088913949075642,0,1,0,-0,-1,50,20.068816574160405,12.426674184722692
-0.4345520701028693,-0.9546648519817701,1,1,1,1,1,48,17.827239649485655,7.13600544405469
1.1598259076384407,-0.1291259555850893,-0,-1,-1,-0,0,42,25.799129538192204,9.612622133244733
0.7213154378343817,-0.25769360518745804,0,0,-0,0,-0,36,23.606577189171908,9.226919184437627
0.6651666413877093,0.35581694281203896,1,0,0,-0,0,46,23.325833206938547,11.067450828436117
-0.6932744290374322,-0.23056742594720347,1,1,1,2,1,47,16.53362785481284,9.30829772215839
-0.5719402381476968,-1.2983902551285935,-0,-1,-1,-1,-0,40,17.140298809261516,6.104829234614219
-0.0047649497412357335,-0.46611499081774516,1,0,0,1,1,41,19.97617525129382,8.601655027546764
0.6129819121912429,0.938802595963586,-2,-2,-2,-2,-2,59,23.064909560956213,12.816407787890757
-1.7039883705405625,-1.5415643225387905,0,-0,-0,-0,0,37,11.480058147297187,5.3753070323836285
-1.2343372945249593,-0.8190877465624993,-1,-0,-0,-1,-1,39,13.828313527375204,7.542736760312502
-0.09414791864697686,-0.028639774853591878,-1,-0,-0,-1,-1,52,19.529260406765115,9.914080675439225
-0.7270398664899527,-0.4453813617650974,1,0,-0,1,1,34,16.364800667550238,8.663855914704708
1.6655770871665385,1.2883927939782445,-0,-1,-0,-1,-0,50,28.32788543583269,13.865178381934733
1.422482646896818,0.6809361743306194,-1,-1,-0,-0,-1,51,27.112413234484087,12.042808522991859
-0.897310955491464,0.004001355665103605,1,1,0,1,1,40,15.51344522254268,10.012004066995312
0.0075132933238226465,0.06524567063451943,-0,-1,-1,-1,-0,52,20.037566466619115,10.195737011903558
0.1298408115869224,0.1752112796293467,-0,-1,-0,-0,0,47,20.64920405793461,10.52563383888804
1.1396635571910014,1.236179658235293,-3,-2,-2,-3,-3,54,25.698317785955005,13.70853897470588
-0.30060054918011003,0.3126123787059572,-0,0,0,0,0,40,18.49699725409945,10.93783713611787
0.5120727680768641,-0.47163913568216337,-1,-1,-1,-1,-1,50,22.56036384038432,8.58508259295351
0.32586722133934476,1.3246917754782757,-2,-1,-0,-1,-1,48,21.629336106696723,13.974075326434827
0.5308653832078282,1.3659075268951644,-1,-0,-0,0,-1,46,22.65432691603914,14.097722580685494
0.28868511952178,0.5969882997221179,-1,-1,-1,-1,-1,46,21.4434255976089,11.790964899166354
0.17996308442079179,1.1437331482622433,-2,-1,-0,-1,-1,55,20.89981542210396,13.43119944478673
-0.20128821313308187,1.0305596966980495,-1,-1,-1,-0,-0,53,18.99355893433459,13.091679090094148
-0.13488584681042495,1.4492264809509634,0,0,0,0,0,42,19.325570765947877,14.34767944285289
0.14815615091303966,0.10838133444987387,-1,0,1,-0,-1,50,20.740780754565197,10.325144003349621
-1.4581203397538856,-2.3112250812753357,3,3,2,2,2,33,12.709398301230571,3.0663247561739926
0.49975719675179076,1.608689970097391,-1,-0,-1,-1,-2,45,22.498785983758953,14.826069910292173
0.4820670909002676,-0.10302894046680328,1,1,1,1,1,38,22.41033545450134,9.69091317859959
2.477757911487857,1.776792323212879,-3,-2,-2,-2,-3,54,32.38878955743928,15.330376969638637
-0.3792848944058388,-1.1549139638149775,2,1,-0,1,1,42,18.103575527970804,6.535258108555068
-2.1722848761934013,-1.777665553367218,1,0,-0,-0,-0,46,9.138575619032993,4.667003339898345
1.3283168871876665,1.2852099210266479,-1,-1,-1,-1,-1,50,26.641584435938334,13.855629763079943
-0.9608902743618124,-0.650071320973712,-1,0,0,-0,-1,42,15.195548628190938,8.049786037078864
-0.4241555038143809,0.312249124205206,-0,-1,-0,-1,-1,54,17.879222480928096,10.936747372615619
0.14625432368513178,-0.15706460351863918,-1,-1,-1,-1,-1,49,20.73127161842566,9.528806189444083
-0.4744746635495593,-0.7648819588247091,2,2,2,2,2,37,17.627626682252203,7.705354123525873
1.8000588945770457,1.0206921177423292,0,-0,-1,0,-0,47,29.00029447288523,13.062076353226988
-1.510910511927156,-1.3487789746262384,1,0,1,1,2,28,12.44544744036422,5.953663076121285
-0.22101168854535092,0.42481634009851726,0,1,1,1,0,40,18.894941557273246,11.274449020295553
-0.41856312232679527,0.8574563110619536,1,1,2,1,1,39,17.907184388366023,12.57236893318586
1.8635024852034092,2.034255679906875,-1,-2,-1,-1,-1,49,29.317512426017046,16.102767039720625
-1.0480603911943638,-1.1708117344268665,2,1,1,1,1,36,14.75969804402818,6.487564796719401
-0.12271921226899761,0.09476549709672802,-0,-0,-1,-0,-1,53,19.38640393865501,10.284296491290185
-0.8457429877231731,-1.370526443756455,1,2,2,2,1,36,15.771285061384134,5.888420668730635
-0.500762609904898,-1.6442662730514503,1,1,0,1,1,38,17.49618695047551,5.0672011808456485
1.352621958882985,0.3990963027377721,-0,0,0,1,0,35,26.763109794414923,11.197288908213316
-0.3449317636337845,-1.4558072564878495,0,-0,-0,-0,0,24,18.275341181831077,5.632578230536452
0.6836640911192988,0.5182334952812617,-1,-1,-1,-1,-1,48,23.418320455596493,11.554700485843785
-0.9135200717915347,-0.44939996818774414,1,1,1,1,1,41,15.432399641042327,8.651800095436768
-0.6960954109510035,-0.27542956350697156,0,-0,-0,0,0,44,16.519522945244983,9.173711309479085
0.8859133430500642,0.6448938109725609,1,0,0,0,1,53,24.42956671525032,11.934681432917683
-0.10497907193407822,-0.9033458502634306,0,0,-0,0,-0,41,19.475104640329608,7.289962449209709
0.14472013068874195,0.9249474446961026,-1,1,0,1,-0,47,20.72360065344371,12.774842334088309
0.49957747079403303,0.6203017490014805,-1,-1,-1,-1,-1,39,22.497887353970164,11.860905247004442
-1.0914144947137632,-0.11441042889678013,0,0,1,1,0,38,14.542927526431184,9.65676871330966
-0.1677790478126893,0.1511593248411042,-1,-1,-1,-1,-1,41,19.161104760936553,10.453477974523313
-0.38537754325744855,-0.7913516929428513,-2,-2,-1,-2,-1,57,18.073112283712756,7.625944921171445
0.35046990286594965,1.2257855253864314,-0,-0,-1,-1,-1,51,21.752349514329747,13.677356576159294
-1.5794621174339507,-0.5865598134039663,1,2,3,1,1,40,12.102689412830246,8.2403205597881
0.10909740865288761,0.6378454857930481,-1,-0,-1,-1,-1,51,20.545487043264437,11.913536457379145
2.522834824861733,0.625973642002704,-1,-2,-2,-1,-1,49,32.61417412430866,11.877920926008112
0.10620282683833272,0.4168263485407597,0,0,-1,-0,-1,57,20.531014134191665,11.25047904562228
0.21762117981317544,-0.5810853285546997,-1,-1,-1,-1,-1,48,21.088105899065877,8.2567440143359
-2.1720668378479195,-2.41734590796889,3,3,3,2,3,26,9.139665810760402,2.7479622760933307
0.9647708552028198,-0.7088160571805866,0,0,1,-0,0,40,24.8238542760141,7.87355182845824
0.004740767501022953,0.5885028590257713,0,0,0,0,-0,36,20.023703837505114,11.765508577077314
0.9756975920643549,1.2548361769301122,-1,-1,-2,-2,-2,40,24.878487960321774,13.764508530790337
-0.47919403177627656,-0.42031784302401015,-0,1,1,0,-0,42,17.604029841118617,8.73904647092797
-0.37749317033604357,-1.2445695060053656,1,1,2,1,1,40,18.11253414831978,6.266291481983903
0.8790778241882068,-1.238085993864571,0,0,1,0,0,51,24.395389120941033,6.285742018406287
-0.4329294774475638,-0.3110600601480186,1,0,1,1,1,39,17.83535261276218,9.066819819555944
-0.6423347255219735,0.5400533165830341,0,0,1,0,0,51,16.78832637239013,11.620159949749102
0.6091758458647094,0.5251080813833356,-1,-1,0,-1,-0,39,23.045879229323546,11.575324244150007
-1.5746609086549987,-1.67677591343029,1,1,1,1,1,37,12.126695456725006,4.96967225970913
0.047909561457003834,-0.8339217438384895,-0,-1,-1,-1,-0,39,20.239547807285017,7.498234768484531
1.738381782326441,2.150079706588595,-1,-1,-0,-1,-1,59,28.691908911632204,16.450239119765783
0.053970363879554464,1.4855574579678272,-2,-2,-3,-2,-3,54,20.269851819397772,14.456672373903482
-0.9028555043386435,-0.23080627240371512,-0,0,-0,0,0,45,15.485722478306784,9.307581182788855
-1.8798875112053997,-1.886039653678246,1,1,1,1,1,25,10.600562443973002,4.341881038965262
0.991809384951165,0.36925051782666196,-2,-2,-2,-1,-2,48,24.959046924755825,11.107751553479986
0.7980902863002057,0.689001645216105,-1,-0,-1,0,-1,47,23.99045143150103,12.067004935648315
-0.2173756127851222,0.38063771328550855,0,0,-0,0,0,43,18.91312193607439,11.141913139856525
1.854743375785759,0.7771475324096195,-2,-1,-1,-1,-1,36,29.273716878928795,12.331442597228857
0.624225445165348,0.43638837650110035,0,1,0,0,-0,36,23.12112722582674,11.3091651295033
-0.329339612910266,-0.20136950868947626,-1,-0,-1,-1,-1,40,18.35330193544867,9.395891473931572
0.08463251693700642,0.15243531928760007,0,0,-0,0,1,47,20.42316258468503,10.4573059578628
2.182064112626705,2.3593215855577787,-2,-2,-1,-2,-2,57,30.910320563133524,17.077964756673335
1.6639603115556107,1.3383773912585344,-1,-1,-1,-2,-2,54,28.319801557778053,14.015132173775603
0.8467041336285399,0.9817689791814813,-1,-1,-1,-1,-1,56,24.2335206681427,12.945306937544444
0.5516445781466035,0.1788630844205239,0,0,-1,-0,-0,42,22.758222890733016,10.536589253261571
0.887842421432088,-0.5906506288979211,-2,-2,-2,-2,-2,45,24.43921210716044,8.228048113306237
-1.4222265621576997,0.2506611555437224,0,0,0,0,0,30,12.888867189211501,10.751983466631167
0.9706879985970117,-0.6238581795263926,-0,0,0,-0,-0,47,24.85343999298506,8.128425461420822
-0.40195468334111806,-0.9284233277021787,-0,0,0,-0,-1,45,17.990226583294408,7.214730016893464
0.42377528438292816,0.8452908858905478,-0,-0,-0,-0,-0,40,22.118876421914642,12.535872657671643
0.29017603397667124,0.39542045964915795,1,1,1,1,1,36,21.450880169883355,11.186261378947474
-3.1222165840556357,-2.974299832115183,1,1,1,1,1,34,4.388917079721821,1.0771005036544512
-0.47933731717224687,-0.9870246291938851,-0,0,0,-0,-0,44,17.603313414138764,7.038926112418345
-1.984552271453202,-2.6819386147215893,2,3,2,2,1,43,10.07723864273399,1.9541841558352324
0.3770601298626604,-0.02079059781509745,0,1,2,1,1,29,21.8853006493133,9.937628206554708
2.4186733661168907,2.8026379946085833,-2,-2,-3,-2,-3,54,32.09336683058446,18.40791398382575
-0.6419869556237553,-1.1137437944759823,-0,-0,-1,-0,-0,38,16.790065221881225,6.658768616572053
-2.507404227140977,-2.3618321908267066,2,2,1,2,1,28,7.462978864295115,2.9145034275198807
0.37751300484736283,0.5486663733787069,-1,-2,-1,-1,-0,42,21.887565024236814,11.645999120136121
0.12383958488051175,-0.16718865597406457,0,1,1,1,0,48,20.61919792440256,9.498434032077807
-0.6633358699566041,-0.8318257759173262,0,0,1,1,0,41,16.68332065021698,7.504522672248021
0.9054040988143491,1.775736782366711,-2,-2,-2,-3,-3,56,24.527020494071746,15.327210347100133
-0.8441277879882753,-1.6196856610719397,2,2,2,3,2,31,15.779361060058623,5.140943016784181
0.6841529388710286,0.780168410604445,-0,-0,-1,-0,-1,51,23.420764694355142,12.340505231813335
0.0676623675665816,-0.06774541747169421,-1,1,0,0,-0,53,20.338311837832908,9.796763747584917
0.13879726322776131,0.7721778114118532,2,2,1,1,1,54,20.69398631613881,12.31653343423556
-0.1472610931095435,0.6406080876372792,1,1,0,1,0,42,19.263694534452284,11.921824262911837
-0.035871679497014565,0.9678804897177009,-1,-1,-0,-1,-1,51,19.82064160251493,12.903641469153103
0.7063128864754988,-0.44899395647990714,1,-0,0,-0,1,44,23.531564432377493,8.653018130560278
-1.1453785069658422,-1.4151739958337064,0,1,1,1,1,52,14.273107465170789,5.754478012498881
-0.9125631587748685,0.10276876135036844,-0,-0,-0,-1,-0,54,15.437184206125657,10.308306284051106
0.05790872772739984,0.3922421528851314,0,0,0,-0,0,30,20.289543638637,11.176726458655395
0.030094012397788982,0.6029816835086509,-1,-1,-1,-2,-1,37,20.150470061988944,11.808945050525953
-0.8959285324135259,-1.5968776901776907,1,1,1,1,1,49,15.52035733793237,5.209366929466928
-1.330258956874549,-0.9621241968888475,-1,-1,-1,-1,-1,44,13.348705215627255,7.113627409333457
0.06739089882754254,0.701985494007315,-3,-2,-2,-3,-3,58,20.336954494137714,12.105956482021945
-0.18160938063084422,-0.9685710505032076,-2,-2,-1,-1,-1,55,19.091953096845778,7.094286848490377
-1.1023326211182518,-0.776580697289153,1,1,-0,0,-0,36,14.488336894408741,7.670257908132541
-0.05258770214066724,-1.4490042557030962,1,1,0,1,-0,40,19.737061489296664,5.652987232890712
0.2111965845449602,0.7719999197290837,-0,-0,0,0,0,34,21.0559829227248,12.315999759187251
-1.1057907929701694,-1.9048832428943174,2,2,1,2,2,35,14.471046035149154,4.285350271317048
-1.634857960721607,-0.7363503306640676,-0,0,0,1,0,42,11.825710196391965,7.7909490080077966
-0.1523298895048291,-0.49625789170411283,1,1,1,1,1,33,19.238350552475854,8.511226324887662
1.3949935698905072,1.27476859674181,-0,-1,-1,-1,-1,50,26.974967849452536,13.82430579022543
-0.36979972816356,-1.1101411311297817,-1,-1,-0,-1,-0,50,18.1510013591822,6.669576606610654
